system:index,blue,cfmask,green,latitude,longitude,nbr,ndvi,nir,red,swir1,swir2,.geo,Y_Lat,X_Long,OBJECTID
1_1_LT51260521987338_0_0,328,2,485,11.59833286,104.9175363,0.5318907,0.56759906,1345,371,730,411,NA,11.59833286,104.9175363,1
1_1_LT51260521987338_0_1,1249,4,1555,11.54489019,104.9390123,0.12742008,0.21288447,2504,1625,2010,1938,NA,11.54489019,104.9390123,2
1_1_LT51260521987338_0_2,1133,4,1436,11.51802754,104.9263632,0.22041143,0.25805563,2284,1347,1721,1459,NA,11.51802754,104.9263632,3
1_1_LT51260521987338_0_3,976,4,1397,11.5031066,104.9310436,0.25097275,0.20336868,1929,1277,1313,1155,NA,11.5031066,104.9310436,4
1_1_LT51260521987338_0_4,1460,4,1826,11.64526631,104.9078894,0.26733407,0.31158864,3418,1794,2468,1976,NA,11.64526631,104.9078894,5
1_1_LT51260521988037_0_0,601,0,795,11.64526631,104.9078894,0.60860515,0.70315945,3477,606,1980,846,NA,11.64526631,104.9078894,5
1_1_LT51260521988037_0_1,701,0,916,11.59833286,104.9175363,0.3613041,0.46674344,2547,926,1893,1195,NA,11.59833286,104.9175363,1
1_1_LT51260521988037_0_2,838,1,1077,11.54489019,104.9390123,0.6462963,-0.056763925,889,996,408,191,NA,11.54489019,104.9390123,2
1_1_LT51260521988037_0_3,738,0,956,11.51802754,104.9263632,0.49386844,0.22095671,1340,855,757,454,NA,11.51802754,104.9263632,3
1_1_LT51260521988037_0_4,661,0,876,11.5031066,104.9310436,0.5819651,0.6352371,3035,677,1545,802,NA,11.5031066,104.9310436,4
1_1_LT51260521988053_0_0,418,0,664,11.64526631,104.9078894,0.58959943,0.72759676,3393,535,1887,876,NA,11.64526631,104.9078894,5
1_1_LT51260521988053_0_1,430,0,562,11.51802754,104.9263632,0.65938205,0.42432082,1101,445,556,226,NA,11.51802754,104.9263632,3
1_1_LT51260521988053_0_2,380,0,564,11.5031066,104.9310436,0.7091461,0.80954564,3943,415,1747,671,NA,11.5031066,104.9310436,4
1_1_LT51260521988053_0_3,786,0,1035,11.59833286,104.9175363,0.3868132,0.44849354,2524,961,1826,1116,NA,11.59833286,104.9175363,1
1_1_LT51260521988053_0_4,486,1,673,11.54489019,104.9390123,0.47176686,-0.24907063,404,672,203,145,NA,11.54489019,104.9390123,2
1_1_LT51260521988069_0_0,518,0,799,11.51802754,104.9263632,0.5953209,0.5685421,2523,694,1254,640,NA,11.51802754,104.9263632,3
1_1_LT51260521988069_0_1,466,0,730,11.5031066,104.9310436,0.65024287,0.72402126,3567,571,1693,756,NA,11.5031066,104.9310436,4
1_1_LT51260521988069_0_2,636,0,834,11.59833286,104.9175363,0.35555556,0.48953488,2562,878,1743,1218,NA,11.59833286,104.9175363,1
1_1_LT51260521988069_0_3,501,1,798,11.54489019,104.9390123,0.5053381,-0.28244275,423,756,220,139,NA,11.54489019,104.9390123,2
1_1_LT51260521988069_0_4,463,0,754,11.64526631,104.9078894,0.58778954,0.7220005,3667,592,2009,952,NA,11.64526631,104.9078894,5
1_1_LT51260521988101_0_0,972,0,1165,11.59833286,104.9175363,0.254679,0.3741567,2648,1206,2360,1573,NA,11.59833286,104.9175363,1
1_1_LT51260521988101_0_1,697,1,813,11.54489019,104.9390123,0.44640753,-0.05465743,614,685,288,235,NA,11.54489019,104.9390123,2
1_1_LT51260521988101_0_2,2993,4,3601,11.64526631,104.9078894,0.1597926,0.14695257,4921,3660,4711,3565,NA,11.64526631,104.9078894,5
1_1_LT51260521988101_0_3,858,0,1200,11.51802754,104.9263632,0.6224178,0.6760067,4516,873,2085,1051,NA,11.51802754,104.9263632,3
1_1_LT51260521988101_0_4,976,0,1235,11.5031066,104.9310436,0.56856185,0.4430769,3283,1267,1811,903,NA,11.5031066,104.9310436,4
1_1_LT51260521988117_0_0,549,0,768,11.51802754,104.9263632,0.5934132,0.62355095,2661,617,1308,679,NA,11.51802754,104.9263632,3
1_1_LT51260521988117_0_1,1378,4,1699,11.5031066,104.9310436,0.3405894,0.417242,4003,1646,2937,1969,NA,11.5031066,104.9310436,4
1_1_LT51260521988117_0_2,678,0,1002,11.59833286,104.9175363,0.24854907,0.40050948,2474,1059,2245,1489,NA,11.59833286,104.9175363,1
1_1_LT51260521988117_0_3,690,0,900,11.54489019,104.9390123,0.38532642,0.22284548,1199,762,741,532,NA,11.54489019,104.9390123,2
1_1_LT51260521988117_0_4,460,0,788,11.64526631,104.9078894,0.51844215,0.6661639,3314,664,2105,1051,NA,11.64526631,104.9078894,5
1_1_LT51260521988149_0_0,913,0,1238,11.51802754,104.9263632,0.49604917,0.49572086,3408,1149,1895,1148,NA,11.51802754,104.9263632,3
1_1_LT51260521988149_0_1,515,0,905,11.5031066,104.9310436,0.56672955,0.6599334,3739,766,2269,1034,NA,11.5031066,104.9310436,4
1_1_LT51260521988149_0_2,522,0,858,11.64526631,104.9078894,0.60207254,0.7299515,4638,724,2456,1152,NA,11.64526631,104.9078894,5
1_1_LT51260521988149_0_3,608,0,895,11.59833286,104.9175363,0.24907975,0.46180356,2545,937,2254,1530,NA,11.59833286,104.9175363,1
1_1_LT51260521988149_0_4,1048,0,1438,11.54489019,104.9390123,0.27055922,0.087645195,1545,1296,1116,887,NA,11.54489019,104.9390123,2
1_1_LT51260521988213_0_0,545,0,881,11.59833286,104.9175363,0.4980675,0.5807504,2907,771,1667,974,NA,11.59833286,104.9175363,1
1_1_LT51260521988213_0_1,844,0,1379,11.54489019,104.9390123,0.6161498,-0.107881136,1381,1715,372,328,NA,11.54489019,104.9390123,2
1_1_LT51260521988213_0_2,545,2,848,11.64526631,104.9078894,0.56729376,0.62857145,3249,741,1744,897,NA,11.64526631,104.9078894,5
1_1_LT51260521988213_0_3,500,0,883,11.51802754,104.9263632,0.6544611,0.63631725,3208,713,1362,670,NA,11.51802754,104.9263632,3
1_1_LT51260521988213_0_4,420,0,783,11.5031066,104.9310436,0.45899948,0.5582484,2829,802,2073,1049,NA,11.5031066,104.9310436,4
1_1_LT51260521988229_0_0,565,0,858,11.64526631,104.9078894,0.58418804,0.68614966,3707,690,1973,973,NA,11.64526631,104.9078894,5
1_1_LT51260521988229_0_1,753,4,1070,11.51802754,104.9263632,0.69747555,0.6732892,4169,814,1511,743,NA,11.51802754,104.9263632,3
1_1_LT51260521988229_0_2,650,4,788,11.5031066,104.9310436,0.43050194,0.29094076,1482,814,895,590,NA,11.5031066,104.9310436,4
1_1_LT51260521988229_0_3,616,0,965,11.59833286,104.9175363,0.5065923,0.5571279,2971,845,1741,973,NA,11.59833286,104.9175363,1
1_1_LT51260521988229_0_4,1022,3,1453,11.54489019,104.9390123,0.5135554,0.067467906,1954,1707,843,628,NA,11.54489019,104.9390123,2
1_1_LT51260521988245_0_0,381,0,689,11.64526631,104.9078894,0.5968261,0.75613207,3723,517,2104,940,NA,11.64526631,104.9078894,5
1_1_LT51260521988245_0_1,521,0,786,11.59833286,104.9175363,0.5421477,0.67415464,3540,689,1908,1051,NA,11.59833286,104.9175363,1
1_1_LT51260521988245_0_2,721,0,1076,11.54489019,104.9390123,0.85693216,-0.074264705,1259,1461,164,97,NA,11.54489019,104.9390123,2
1_1_LT51260521988245_0_3,258,1,398,11.51802754,104.9263632,0.66016716,-0.029315962,298,316,66,61,NA,11.51802754,104.9263632,3
1_1_LT51260521988245_0_4,226,1,267,11.5031066,104.9310436,0.6919192,0.18584071,335,230,114,61,NA,11.5031066,104.9310436,4
1_1_LT51260521988277_0_0,464,0,633,11.51802754,104.9263632,0.68277574,0.2245266,679,430,222,128,NA,11.51802754,104.9263632,3
1_1_LT51260521988277_0_1,442,0,524,11.5031066,104.9310436,0.5391601,0.19261214,678,459,272,203,NA,11.5031066,104.9310436,4
1_1_LT51260521988277_0_2,555,0,776,11.59833286,104.9175363,0.56668293,0.66381323,3207,648,1745,887,NA,11.59833286,104.9175363,1
1_1_LT51260521988277_0_3,687,1,984,11.54489019,104.9390123,0.6597164,-0.009950249,995,1015,349,204,NA,11.54489019,104.9390123,2
1_1_LT51260521988277_0_4,654,0,950,11.64526631,104.9078894,0.6002179,0.5976074,2938,740,1568,734,NA,11.64526631,104.9078894,5
1_1_LT51260521988293_0_0,2134,4,2364,11.59833286,104.9175363,0.26749414,0.21023703,3523,2299,2527,2036,NA,11.59833286,104.9175363,1
1_1_LT51260521988293_0_1,1306,4,1597,11.54489019,104.9390123,0.37108687,0.066776134,1949,1705,1076,894,NA,11.54489019,104.9390123,2
1_1_LT51260521988293_0_2,2288,4,2559,11.64526631,104.9078894,0.2725322,0.1856048,3558,2444,2600,2034,NA,11.64526631,104.9078894,5
1_1_LT51260521988293_0_3,380,1,413,11.51802754,104.9263632,0.69473684,0.042071197,322,296,84,58,NA,11.51802754,104.9263632,3
1_1_LT51260521988293_0_4,20000,4,20000,11.5031066,104.9310436,0.5374563,0,20000,20000,20000,6017,NA,11.5031066,104.9310436,4
1_1_LT51260521988309_0_0,606,0,892,11.64526631,104.9078894,0.5765331,0.6171372,3265,773,1732,877,NA,11.64526631,104.9078894,5
1_1_LT51260521988309_0_1,492,0,598,11.51802754,104.9263632,0.5229563,0.1380753,680,515,290,213,NA,11.51802754,104.9263632,3
1_1_LT51260521988309_0_2,477,0,745,11.5031066,104.9310436,0.7808765,0.79945105,4917,548,1550,605,NA,11.5031066,104.9310436,4
1_1_LT51260521988309_0_3,623,0,855,11.59833286,104.9175363,0.5367977,0.58057517,2913,773,1707,878,NA,11.59833286,104.9175363,1
1_1_LT51260521988309_0_4,597,1,888,11.54489019,104.9390123,0.56217885,-0.11627907,760,960,290,213,NA,11.54489019,104.9390123,2
1_1_LT51260521988341_0_0,515,0,858,11.64526631,104.9078894,0.5347092,0.6815898,3681,697,2123,1116,NA,11.64526631,104.9078894,5
1_1_LT51260521988341_0_1,418,1,585,11.51802754,104.9263632,0.5045632,0.117134556,577,456,206,190,NA,11.51802754,104.9263632,3
1_1_LT51260521988341_0_2,415,0,661,11.5031066,104.9310436,0.7562338,0.8000409,4402,489,1533,611,NA,11.5031066,104.9310436,4
1_1_LT51260521988341_0_3,556,0,744,11.59833286,104.9175363,0.4634561,0.57452,2583,698,1588,947,NA,11.59833286,104.9175363,1
1_1_LT51260521988341_0_4,529,1,856,11.54489019,104.9390123,0.61408085,-0.1462069,619,831,205,148,NA,11.54489019,104.9390123,2
1_1_LT51260521988357_0_0,1336,4,1457,11.51802754,104.9263632,0.3254902,0.19681323,2028,1361,1300,1032,NA,11.51802754,104.9263632,3
1_1_LT51260521988357_0_1,893,4,1110,11.5031066,104.9310436,0.45301756,0.43583292,2853,1121,1794,1074,NA,11.5031066,104.9310436,4
1_1_LT51260521988357_0_2,710,0,995,11.64526631,104.9078894,0.5496475,0.6380668,3847,850,2200,1118,NA,11.64526631,104.9078894,5
1_1_LT51260521988357_0_3,873,0,1109,11.59833286,104.9175363,0.37998456,0.42318916,2682,1087,1824,1205,NA,11.59833286,104.9175363,1
1_1_LT51260521988357_0_4,1134,4,1342,11.54489019,104.9390123,0.39026716,0.060021825,1457,1292,922,639,NA,11.54489019,104.9390123,2
1_1_LT51260521989007_0_0,456,0,697,11.64526631,104.9078894,0.6072893,0.74610245,3528,513,2041,862,NA,11.64526631,104.9078894,5
1_1_LT51260521989007_0_1,480,0,700,11.59833286,104.9175363,0.44842926,0.5986499,2605,654,1659,992,NA,11.59833286,104.9175363,1
1_1_LT51260521989007_0_2,457,1,698,11.54489019,104.9390123,0.39312977,-0.28220254,365,652,137,159,NA,11.54489019,104.9390123,2
1_1_LT51260521989007_0_3,384,0,620,11.51802754,104.9263632,0.61044174,0.4287411,1203,481,518,291,NA,11.51802754,104.9263632,3
1_1_LT51260521989007_0_4,497,0,737,11.5031066,104.9310436,0.15872185,0.42388156,2212,895,2333,1606,NA,11.5031066,104.9310436,4
1_1_LT51260521989039_0_0,621,4,818,11.51802754,104.9263632,0.686587,0.525831,1905,592,822,354,NA,11.51802754,104.9263632,3
1_1_LT51260521989039_0_1,1536,4,1890,11.5031066,104.9310436,0.16968647,0.3186501,3712,1918,3792,2635,NA,11.5031066,104.9310436,4
1_1_LT51260521989039_0_2,1935,4,2279,11.59833286,104.9175363,0.15797889,0.21714285,3621,2329,3451,2633,NA,11.59833286,104.9175363,1
1_1_LT51260521989039_0_3,623,1,779,11.54489019,104.9390123,0.57373273,0.041952707,683,628,281,185,NA,11.54489019,104.9390123,2
1_1_LT51260521989039_0_4,588,0,822,11.64526631,104.9078894,0.50663716,0.6585485,3405,701,2320,1115,NA,11.64526631,104.9078894,5
1_1_LT51260521989055_0_0,606,0,875,11.64526631,104.9078894,0.46546856,0.5966433,2854,721,2004,1041,NA,11.64526631,104.9078894,5
1_1_LT51260521989055_0_1,702,0,951,11.59833286,104.9175363,0.33791208,0.46466166,2435,890,1838,1205,NA,11.59833286,104.9175363,1
1_1_LT51260521989055_0_2,620,1,755,11.54489019,104.9390123,0.54184103,0.061959654,737,651,241,219,NA,11.54489019,104.9390123,2
1_1_LT51260521989055_0_3,649,0,916,11.51802754,104.9263632,0.5969105,0.61405224,3308,791,1562,835,NA,11.51802754,104.9263632,3
1_1_LT51260521989055_0_4,679,0,949,11.5031066,104.9310436,0.10221619,0.4222352,2437,990,2965,1985,NA,11.5031066,104.9310436,4
1_1_LT51260521989071_0_0,698,0,933,11.51802754,104.9263632,0.5414241,0.60615957,3442,844,1795,1024,NA,11.51802754,104.9263632,3
1_1_LT51260521989071_0_1,770,0,959,11.5031066,104.9310436,0.09090909,0.39703658,2310,997,2429,1925,NA,11.5031066,104.9310436,4
1_1_LT51260521989071_0_2,773,0,998,11.59833286,104.9175363,0.27290887,0.42402235,2549,1031,2036,1456,NA,11.59833286,104.9175363,1
1_1_LT51260521989071_0_3,659,1,822,11.54489019,104.9390123,0.51898736,0.044176705,780,714,386,247,NA,11.54489019,104.9390123,2
1_1_LT51260521989071_0_4,648,0,878,11.64526631,104.9078894,0.46042216,0.6004819,3321,829,2200,1227,NA,11.64526631,104.9078894,5
1_1_LT51260521989119_0_0,1036,2,1134,11.51802754,104.9263632,0.50294757,0.39155415,2422,1059,1375,801,NA,11.51802754,104.9263632,3
1_1_LT51260521989119_0_1,20000,4,4445,11.5031066,104.9310436,0.22622246,0.11480215,5705,4530,4791,3600,NA,11.5031066,104.9310436,4
1_1_LT51260521989119_0_2,632,0,847,11.59833286,104.9175363,0.4388708,0.6200489,3313,777,2235,1292,NA,11.59833286,104.9175363,1
1_1_LT51260521989119_0_3,20000,4,7070,11.54489019,104.9390123,0.2331502,0.058659405,7968,7085,20000,4955,NA,11.54489019,104.9390123,2
1_1_LT51260521989119_0_4,547,0,797,11.64526631,104.9078894,0.5710681,0.69586927,3736,670,2146,1020,NA,11.64526631,104.9078894,5
1_1_LT51260521989151_0_0,739,0,1039,11.59833286,104.9175363,0.49228612,0.5331412,3192,972,1969,1086,NA,11.59833286,104.9175363,1
1_1_LT51260521989151_0_1,926,0,1457,11.54489019,104.9390123,0.48064324,-0.11150822,1243,1555,587,436,NA,11.54489019,104.9390123,2
1_1_LT51260521989151_0_2,506,0,858,11.64526631,104.9078894,0.62510026,0.7206538,4053,658,2075,935,NA,11.64526631,104.9078894,5
1_1_LT51260521989151_0_3,795,0,1146,11.51802754,104.9263632,0.57726985,0.5882601,3761,975,1889,1008,NA,11.51802754,104.9263632,3
1_1_LT51260521989151_0_4,776,2,1111,11.5031066,104.9310436,0.5209408,0.58197427,3686,974,2273,1161,NA,11.5031066,104.9310436,4
1_1_LT51260521989167_0_0,1242,4,1525,11.59833286,104.9175363,0.37846413,0.36147097,3258,1528,2047,1469,NA,11.59833286,104.9175363,1
1_1_LT51260521989167_0_1,1348,4,1744,11.54489019,104.9390123,0.4262239,0.042803504,2083,1912,1254,838,NA,11.54489019,104.9390123,2
1_1_LT51260521989167_0_2,1559,4,1855,11.64526631,104.9078894,0.47887838,0.3967326,4061,1754,2232,1431,NA,11.64526631,104.9078894,5
1_1_LT51260521989167_0_3,1173,4,1489,11.51802754,104.9263632,0.47641885,0.4503337,3694,1400,2124,1310,NA,11.51802754,104.9263632,3
1_1_LT51260521989167_0_4,1207,4,1452,11.5031066,104.9310436,0.43784422,0.43699625,3655,1432,2308,1429,NA,11.5031066,104.9310436,4
1_1_LT51260521989183_0_0,20000,4,4674,11.59833286,104.9175363,0.2358272,0.107041724,5864,4730,4702,3626,NA,11.59833286,104.9175363,1
1_1_LT51260521989183_0_1,20000,4,5996,11.54489019,104.9390123,0.27475867,0.07751586,7131,6105,5637,4057,NA,11.54489019,104.9390123,2
1_1_LT51260521989183_0_2,20000,4,3752,11.51802754,104.9263632,0.17963779,0.116904184,4820,3811,4051,3352,NA,11.51802754,104.9263632,3
1_1_LT51260521989183_0_3,20000,4,3654,11.5031066,104.9310436,0.17173214,0.13648891,4742,3603,4051,3352,NA,11.5031066,104.9310436,4
1_1_LT51260521989183_0_4,1474,4,1580,11.64526631,104.9078894,0.31227598,0.2849309,2929,1630,2036,1535,NA,11.64526631,104.9078894,5
1_1_LT51260521989199_0_0,576,0,878,11.64526631,104.9078894,0.5930683,0.67287517,3907,764,2128,998,NA,11.64526631,104.9078894,5
1_1_LT51260521989199_0_1,593,0,921,11.51802754,104.9263632,0.51909137,0.5809859,3143,833,1835,995,NA,11.51802754,104.9263632,3
1_1_LT51260521989199_0_2,590,0,919,11.5031066,104.9310436,0.48742205,0.6010183,3459,862,2331,1192,NA,11.5031066,104.9310436,4
1_1_LT51260521989199_0_3,566,0,845,11.59833286,104.9175363,0.51173425,0.5280345,2480,766,1419,801,NA,11.59833286,104.9175363,1
1_1_LT51260521989199_0_4,945,0,1481,11.54489019,104.9390123,0.48414376,-0.1125158,1404,1760,607,488,NA,11.54489019,104.9390123,2
1_1_LT51260521989231_0_0,980,4,1082,11.51802754,104.9263632,0.3207547,0.20831698,1540,1009,956,792,NA,11.51802754,104.9263632,3
1_1_LT51260521989231_0_1,803,2,935,11.5031066,104.9310436,0.33020636,0.2006774,1418,944,904,714,NA,11.5031066,104.9310436,4
1_1_LT51260521989231_0_2,1024,4,1201,11.59833286,104.9175363,0.45164004,0.37602976,2589,1174,1571,978,NA,11.59833286,104.9175363,1
1_1_LT51260521989231_0_3,1341,4,1656,11.54489019,104.9390123,0.39109793,0.12368169,2344,1828,1296,1026,NA,11.54489019,104.9390123,2
1_1_LT51260521989231_0_4,1793,4,2027,11.64526631,104.9078894,0.43937576,0.28625068,3597,1996,2136,1401,NA,11.64526631,104.9078894,5
1_1_LT51260521989247_0_0,331,0,639,11.64526631,104.9078894,0.6137997,0.72984076,3368,526,1835,806,NA,11.64526631,104.9078894,5
1_1_LT51260521989247_0_1,486,0,802,11.59833286,104.9175363,0.49336058,0.61368656,2924,700,1761,992,NA,11.59833286,104.9175363,1
1_1_LT51260521989247_0_2,780,0,1389,11.54489019,104.9390123,0.8291956,-0.03484412,1842,1975,240,172,NA,11.54489019,104.9390123,2
1_1_LT51260521989247_0_3,452,2,570,11.51802754,104.9263632,0.3529412,0.19913107,828,553,490,396,NA,11.51802754,104.9263632,3
1_1_LT51260521989247_0_4,1293,4,1520,11.5031066,104.9310436,0.19639066,0.20631522,2254,1483,1686,1514,NA,11.5031066,104.9310436,4
1_1_LT51260521989263_0_0,429,1,666,11.51802754,104.9263632,0.9111111,-0.08726415,387,461,28,18,NA,11.51802754,104.9263632,3
1_1_LT51260521989263_0_1,164,1,255,11.5031066,104.9310436,1,-0.065375306,193,220,28,-18,NA,11.5031066,104.9310436,4
1_1_LT51260521989263_0_2,298,0,564,11.64526631,104.9078894,0.66695184,0.7424739,2923,432,1367,584,NA,11.64526631,104.9078894,5
1_1_LT51260521989263_0_3,527,2,735,11.59833286,104.9175363,0.5279686,0.658147,3114,642,1796,962,NA,11.59833286,104.9175363,1
1_1_LT51260521989263_0_4,1194,4,1612,11.54489019,104.9390123,0.6147687,-0.029411765,1815,1925,686,433,NA,11.54489019,104.9390123,2
1_1_LT51260521989279_0_0,465,0,692,11.59833286,104.9175363,0.5463631,0.63056207,2785,631,1555,817,NA,11.59833286,104.9175363,1
1_1_LT51260521989279_0_1,585,1,1031,11.54489019,104.9390123,0.79725087,-0.35906863,523,1109,86,59,NA,11.54489019,104.9390123,2
1_1_LT51260521989279_0_2,490,2,697,11.51802754,104.9263632,0.5802998,-0.1670429,369,517,112,98,NA,11.51802754,104.9263632,3
1_1_LT51260521989279_0_3,314,1,326,11.5031066,104.9310436,0.54418606,0.035881434,332,309,137,98,NA,11.5031066,104.9310436,4
1_1_LT51260521989279_0_4,408,0,720,11.64526631,104.9078894,0.6415094,0.6490196,2523,537,1252,551,NA,11.64526631,104.9078894,5
1_1_LT51260521989311_0_0,305,0,530,11.64526631,104.9078894,0.5816327,0.70642203,2790,480,1738,738,NA,11.64526631,104.9078894,5
1_1_LT51260521989311_0_1,489,1,669,11.51802754,104.9263632,0.6329114,0.11591695,645,511,229,145,NA,11.51802754,104.9263632,3
1_1_LT51260521989311_0_2,489,1,705,11.5031066,104.9310436,0.46761134,0.0910459,725,604,362,263,NA,11.5031066,104.9310436,4
1_1_LT51260521989311_0_3,473,0,705,11.59833286,104.9175363,0.51789856,0.6598141,2947,604,1764,936,NA,11.59833286,104.9175363,1
1_1_LT51260521989311_0_4,388,1,669,11.54489019,104.9390123,0.6944444,-0.3113829,366,697,71,66,NA,11.54489019,104.9390123,2
1_1_LT51260521989343_0_0,547,0,770,11.59833286,104.9175363,0.41132292,0.51082253,2443,791,1663,1019,NA,11.59833286,104.9175363,1
1_1_LT51260521989343_0_1,571,1,853,11.54489019,104.9390123,1,-0.23674384,511,828,69,-17,NA,11.54489019,104.9390123,2
1_1_LT51260521989343_0_2,430,0,650,11.64526631,104.9078894,0.5935546,0.71702516,3313,546,1807,845,NA,11.64526631,104.9078894,5
1_1_LT51260521989343_0_3,414,1,533,11.51802754,104.9263632,0.5532787,-0.03562341,379,407,98,109,NA,11.51802754,104.9263632,3
1_1_LT51260521989343_0_4,514,1,654,11.5031066,104.9310436,0.5780409,0.030217849,733,690,359,196,NA,11.5031066,104.9310436,4
1_1_LT51260521990010_0_0,523,0,785,11.59833286,104.9175363,0.32739156,0.47118866,2234,803,1734,1132,NA,11.59833286,104.9175363,1
1_1_LT51260521990010_0_1,579,1,866,11.54489019,104.9390123,0.7513135,-0.27325583,500,876,104,71,NA,11.54489019,104.9390123,2
1_1_LT51260521990010_0_2,520,0,699,11.51802754,104.9263632,0.47675964,0.31286895,1112,582,658,394,NA,11.51802754,104.9263632,3
1_1_LT51260521990010_0_3,496,0,655,11.5031066,104.9310436,0.58301157,0.69983417,3075,543,1736,810,NA,11.5031066,104.9310436,4
1_1_LT51260521990010_0_4,482,0,616,11.64526631,104.9078894,0.572636,0.6900369,2977,546,1888,809,NA,11.64526631,104.9078894,5
1_1_LT51260521990026_0_0,591,0,877,11.51802754,104.9263632,0.61313164,0.5603985,2506,706,1290,601,NA,11.51802754,104.9263632,3
1_1_LT51260521990026_0_1,470,0,672,11.5031066,104.9310436,0.62748384,0.7484568,3399,489,1645,778,NA,11.5031066,104.9310436,4
1_1_LT51260521990026_0_2,594,0,797,11.59833286,104.9175363,0.29302862,0.44800776,2235,852,1764,1222,NA,11.59833286,104.9175363,1
1_1_LT51260521990026_0_3,563,1,832,11.54489019,104.9390123,0.75510204,-0.24198718,473,775,98,66,NA,11.54489019,104.9390123,2
1_1_LT51260521990026_0_4,452,0,703,11.64526631,104.9078894,0.5175019,0.6903226,3013,552,1919,958,NA,11.64526631,104.9078894,5
1_1_LT51260521990058_0_0,687,2,968,11.51802754,104.9263632,0.5984456,0.64423716,3702,801,1750,930,NA,11.51802754,104.9263632,3
1_1_LT51260521990058_0_1,2126,4,2568,11.5031066,104.9310436,0.20372526,0.26923078,4653,2679,3987,3078,NA,11.5031066,104.9310436,4
1_1_LT51260521990058_0_2,520,0,757,11.64526631,104.9078894,0.5448245,0.6837232,3455,649,2041,1018,NA,11.64526631,104.9078894,5
1_1_LT51260521990058_0_3,881,0,1115,11.59833286,104.9175363,0.28870085,0.39156142,2589,1132,2170,1429,NA,11.59833286,104.9175363,1
1_1_LT51260521990058_0_4,557,4,702,11.54489019,104.9390123,0.47995418,-0.04011887,646,700,339,227,NA,11.54489019,104.9390123,2
1_1_LT51260521990106_0_0,613,0,867,11.64526631,104.9078894,0.505781,0.60357314,3321,821,2155,1090,NA,11.64526631,104.9078894,5
1_1_LT51260521990106_0_1,706,0,1066,11.51802754,104.9263632,0.4950555,0.5549958,3704,1060,2321,1251,NA,11.51802754,104.9263632,3
1_1_LT51260521990106_0_2,840,0,1170,11.5031066,104.9310436,0.47073105,0.37260824,2726,1246,1677,981,NA,11.5031066,104.9310436,4
1_1_LT51260521990106_0_3,567,0,789,11.59833286,104.9175363,0.40134227,0.33276597,1566,784,1000,669,NA,11.59833286,104.9175363,1
1_1_LT51260521990106_0_4,551,1,672,11.54489019,104.9390123,0.4494382,0.045380875,645,589,380,245,NA,11.54489019,104.9390123,2
1_1_LT51260521990122_0_0,1730,4,2074,11.51802754,104.9263632,0.34064838,0.30085498,4032,2167,3148,1983,NA,11.51802754,104.9263632,3
1_1_LT51260521990122_0_1,1465,4,1712,11.5031066,104.9310436,0.39449543,0.2828392,2964,1657,2010,1287,NA,11.5031066,104.9310436,4
1_1_LT51260521990122_0_2,1939,4,2147,11.59833286,104.9175363,0.2817034,0.2148598,3401,2198,2631,1906,NA,11.59833286,104.9175363,1
1_1_LT51260521990122_0_3,1448,4,1638,11.54489019,104.9390123,0.32469404,0.102786936,1840,1497,1256,938,NA,11.54489019,104.9390123,2
1_1_LT51260521990122_0_4,20000,4,4321,11.64526631,104.9078894,0.24799055,0.101627715,5279,4305,4102,3181,NA,11.64526631,104.9078894,5
1_1_LT51260521990138_0_0,3192,4,3594,11.59833286,104.9175363,0.14514779,0.14091559,4785,3603,4313,3572,NA,11.59833286,104.9175363,1
1_1_LT51260521990138_0_1,584,1,843,11.54489019,104.9390123,0.33778372,-0.09892087,501,611,283,248,NA,11.54489019,104.9390123,2
1_1_LT51260521990138_0_2,463,2,536,11.64526631,104.9078894,0.4752275,0.46854556,1459,528,931,519,NA,11.64526631,104.9078894,5
1_1_LT51260521990138_0_3,1195,4,1548,11.51802754,104.9263632,0.30603188,0.32854503,3237,1636,2252,1720,NA,11.51802754,104.9263632,3
1_1_LT51260521990138_0_4,20000,4,5759,11.5031066,104.9310436,0.19798657,0.07173329,6783,5875,5603,4541,NA,11.5031066,104.9310436,4
1_1_LT51260521990170_0_0,710,0,927,11.59833286,104.9175363,0.48414555,0.6006426,3487,870,1946,1212,NA,11.59833286,104.9175363,1
1_1_LT51260521990170_0_1,910,0,1358,11.54489019,104.9390123,0.56719023,0.019296255,1796,1728,640,496,NA,11.54489019,104.9390123,2
1_1_LT51260521990170_0_2,504,0,774,11.64526631,104.9078894,0.6065129,0.7209302,4144,672,2163,1015,NA,11.64526631,104.9078894,5
1_1_LT51260521990170_0_3,1978,4,2148,11.51802754,104.9263632,0.3135548,0.2602693,3697,2170,2668,1932,NA,11.51802754,104.9263632,3
1_1_LT51260521990170_0_4,571,0,919,11.5031066,104.9310436,0.51929826,0.612663,3464,832,2085,1096,NA,11.5031066,104.9310436,4
1_1_LT51260521990186_0_0,1034,0,1270,11.59833286,104.9175363,0.40527692,0.3900776,2956,1297,1788,1251,NA,11.59833286,104.9175363,1
1_1_LT51260521990186_0_1,787,0,1307,11.54489019,104.9390123,0.6765819,-0.027908435,1550,1639,381,299,NA,11.54489019,104.9390123,2
1_1_LT51260521990186_0_2,403,0,737,11.64526631,104.9078894,0.641446,0.7436928,3905,574,1997,853,NA,11.64526631,104.9078894,5
